name,ofname,countryofreg,countryofown,owner,users,purpose,detpurpose,clasorbit,typeorbit,longitudegeo,perigee,apogee,eccentricity,inclination,period,launchmass,drymass,power,datelaunch,explifetime,contractor,countrycontractor,launchsite,launchvehicle
XJS-F (New Technology Test Satellite-F),XJS-F,NR (12/20),China,Unknown,Government,Technology Development,,LEO,Non-Polar Inclined,0,475,481,4.38E-04,35.01,94.16,,,,2/19/20,,Harbin Institute of Technology/DFH Satellite Co. Ltd.,China,Xichang Satellite Launch Center,Long March 2D
XJS-G (New Technology Test Satellite-G),XJS-G,NR (12/20),China,Unknown,Government,Technology Development,,LEO,Non-Polar Inclined,0,467,485,1.31E-03,35.03,94.1,,,,5/29/20,, China Academy of Sciences (CAS)/National Space Science Center,China,Xichang Satellite Launch Center,Long March 11
XJS-H (New Technology Test Satellite H),XJS-H,NR (12/20),China,Unknown,Government,Technology Development,,LEO,Non-Polar Inclined,0,466,485,1.39E-03,35.03,94.1,,,,5/29/20,,National University of Defence Technology (NUDT),China,Xichang Satellite Launch Center,Long March 11
XJY-7 (Xinjishu Yanzheng 7),XJY-7,NR (12/20),China,Unknown,Government,Technology Demonstration,,LEO,Sun-Synchronous,0,504,515,7.99E-04,97.4,94.8,,,,12/22/20,,Unknown,China,Wenchang Space Center,Long March 8
XMM Newton (High Throughput X-ray Spectroscopy Mission),XMM Newton,ESA,ESA,European Space Operations Centre (ESOC),Government,Space Science,,Elliptical,Deep Highly Eccentric,0,"7,079","114,027",7.99E-01,38.4,"2,872.15","3,764","3,233",,12/10/99,10,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5
XPNav-1,XPNav-1,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,,LEO,Sun-Synchronous,0,493,513,1.45E-03,97.4,94.68,240,,,11/9/16,,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Long March 11
X-Sat,X-Sat,NR,Singapore,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,801,823,1.53E-03,98.7,101.1,91,,175,4/20/11,3,Centre for Research in Satellite Technology (CREST),Singapore,Satish Dhawan Space Centre,PSLV C16
XTAR-EUR,XTAR-EUR,USA,Spain,Ministry of Defense/XTAR,Military/Government,Communications,,GEO,,29.03,"35,778","35,792",1.66E-04,0.1,1436.06,"3,631","1,412",,2/12/05,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",XW-1,China,China,DFH Satellite Co. Ltd./AMSAT-China,Civil,Communications,,LEO,Sun-Synchronous,0,"1,193","1,205",7.93E-04,100.3,109.4,60,,,12/15/09,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 4C
XW-2A (CAS-3A),XW-2A,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,518,535,1.23E-03,97.46,95.17,25,,,9/19/15,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2B (CAS-3B),XW-2B,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,520,539,1.38E-03,97.46,95.22,10,,,9/19/15,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2C (CAS-3C),XW-2C,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,519,538,1.38E-03,97.46,95.21,10,,,9/19/15,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2D (CAS-3D),XW-2D,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,520,539,1.38E-03,97.46,95.22,10,,,9/19/15,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2F (CAS-3F),XW-2F,China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,520,540,1.45E-03,97.46,95.23,2,,,9/19/15,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XY-S1 (Xingyun Shiyan-1),XY-S1,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,,LEO,Sun-Synchronous,0,529,541,8.69E-04,97.54,95.33,2,,,1/9/17,,Ninth Academy of CASIC,China,Jiuquan Satellite Launch Center,Kuaizhou
Yahsat-1A (Y1A),Yahsat-1A,United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Military/Commercial,Communications,,GEO,,52.5,"35,743","35,823",9.49E-04,0.04,1435.92,"5,953",,,4/22/11,15,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5
Yahsat-1B (Y1B),Yahsat-1B,United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Military/Commercial,Communications,,GEO,,47.6,"35,780","35,791",1.30E-04,0,1436.07,"6,000",,,4/23/12,,Astrium/Thales Alenia Space,France,Baikonur Cosmodrome,Proton M
Yamal-202 ,Yamal-202,Russia,Russia,Gazprom Space Systems,Commercial,Communications,,GEO,,49.03,"35,774","35,796",2.61E-04,0.04,1436.06,"1,320",,"2,000",11/24/03,12,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K
Yamal-300K,Yamal-300K,Russia,Russia,Gazprom Space Systems,Commercial,Communications,,GEO,,90,"35,694","35,866",2.04E-03,0.14,1435.76,"1,640",,,11/2/12,,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M
Yamal-401,Yamal-401,Russia,Russia,Gazprom Space Systems,Commercial,Communications,,GEO,,90,"35,761","35,822",7.23E-04,0.03,1436.33,"2,976",,,12/15/14,15,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
Yamal-402,Yamal-402,Russia,Russia,Gazprom Space Systems,Commercial,Communications,,GEO,,55,"35,784","35,789",5.93E-05,0.06,1436.11,"4,463",,,12/8/12,11,Thales,France,Baikonur Cosmodrome,Proton M
Yamal-601,Yamal-601,Russia,Russia,Gazprom Space Systems,Commercial,Communications,,GEO,,49,"35,778","35,793",1.78E-04,0.03,1436.06,"5,400",,,5/30/19,15,Thales Alenia Space,France,Baikonur Cosmodrome,Proton
Yaogan 10 (Remote Sensing Satellite 10),Yaogan 10,China,China,People's Liberation Army (C41),Military,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,625,628,2.14E-04,97.8,97.2,,,,8/9/10,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C
Yaogan 11 (Remote Sensing Satellite 11),Yaogan 11,China,China,People's Liberation Army (C41),Military,Earth Observation,,LEO,Sun-Synchronous,0,626,668,2.99E-03,97.9,97.7,,,,9/22/10,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D
Yaogan 12 (Remote Sensing Satellite 12),Yaogan 12,China,China,People's Liberation Army (C41),Military,Earth Observation,,LEO,Sun-Synchronous,0,487,496,6.56E-04,97.4,94.4,,,,11/9/11,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B
Yaogan 13 (Remote Sensing Satellite 13),Yaogan 13,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0,506,507,7.27E-05,97.4,94.8,,,,11/29/11,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C
Yaogan 14 (Remote Sensing Satellite 14),Yaogan 14,China,China,People's Liberation Army (C41),Military,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,469,481,8.77E-04,97.3,94.1,,,,5/10/12,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B
Yaogan 15 (Remote Sensing Satellite 15),Yaogan 15,China,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Polar,0,"1,201","1,207",3.96E-04,100.2,109.5,"1,040",,,5/29/12,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C
"Yaogan 16A (Remote Sensing Satellite 16A, Yaogan Weixing 16)",Yaogan 16A,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,"1,080","1,089",6.04E-04,63.38,106.93,,,,11/25/12,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 16B (Remote Sensing Satellite 16B),Yaogan 16B,NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,"1,079","1,090",7.38E-04,63.38,106.93,,,,11/25/12,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 16C (Remote Sensing Satlelite 16C),Yaogan 16C,NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,"1,032","1,081",3.30E-03,63.38,106.33,,,,11/25/12,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
"Yaogan 17A (Remote Sensing Satellite 17A, Yaogan Weixing 17)",Yaogan 17A,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,"1,076","1,111",2.34E-03,63.41,107.12,,,,9/1/13,,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 17B (Remote Sensing Satellite 17B),Yaogan 17B,NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,"1,080","1,111",2.08E-03,63.42,107.13,,,,9/1/13,,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 17C (Remote Sensing Satellite 17C),Yaogan 17C,NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,890,"1,112",1.51E-02,63.47,105.14,,,,9/1/13,,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 18 (Remote Sensing Satellite 18),Yaogan 18,China,China,People's Liberation Army (C41),Military,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,509,513,2.91E-04,97.54,94.84,,,,10/29/13,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C
Yaogan 19 (Remote Sensing Satellite 19),Yaogan 19,China,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,"1,201","1,207",3.96E-04,100.48,109.51,,,,11/20/13,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C
Yaogan 20A (Remote Sensing Satellite 20A),Yaogan 20A,China,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0,"1,085","1,095",6.70E-04,63.4,107.05,,,,8/9/14,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 20B (Remote Sensing Satellite 20B),Yaogan 20B,China,China,People's Liberation Army (C41),Military ,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0,"1,087","1,093",4.02E-04,63.4,107.05,,,,8/9/14,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 20C (Remote Sensing Satellite 20C),Yaogan 20C,China,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0,"1,087","1,094",4.69E-04,63.4,107.05,,,,8/9/14,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 21 (Remote Sensing Satellite 21),Yaogan 21,China,China,People's Liberation Army (C41),Military,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,480,494,1.02E-03,97.42,94.35,,,,9/8/14,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B
Yaogan 22 (Remote Sensing Satellite 22),Yaogan 22,China,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,"1,196","1,209",8.58E-04,100.32,109.48,,,,10/20/14,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C
Yaogan 23 (Remote Sensing Satellite 23),Yaogan 23,China,China,People's Liberation Army (C41),Military,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,492,513,1.53E-03,97.33,94.67,,,,11/14/14,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C
Yaogan 24 (Remote Sensing Satellite 24),Yaogan 24,China,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,630,653,1.64E-03,97.91,97.55,,,,11/20/14,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C
Yaogan 25A (Remote Sensing Satellite 25A),Yaogan 25A,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,"1,089","1,097",5.36E-04,63.41,107.12,,,,12/10/14,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 25B (Remote Sensing Satellite 25B),Yaogan 25B,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,"1,083","1,093",6.70E-04,63.42,107.01,,,,12/10/14,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 25C (Remote Sensing Satellite 25C),Yaogan 25C,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,"1,092","1,113",1.41E-03,63.4,107.31,,,,12/10/14,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 26 (Remote Sensing Satellite 26),Yaogan 26,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0,487,491,2.92E-04,97.44,94.39,,,,12/27/14,,China Academy of Space Tecnology (CAST),China,Taiyuan Launch Center,Long March 4B
Yaogan 27 (Remote Sensing Satellite 27),Yaogan 27,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0,"1,201","1,213",7.92E-04,100.5,109.4,,,,8/27/15,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4C
Yaogan 28 (Remote Sensing Satellite 28),Yaogan 28,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0,460,482,1.61E-03,97.24,94.02,"1,040",,,11/8/15,,CAST/Changchun Light Technology Institute,China,Taiyuan Launch Center,Long March 4B
Yaogan 29 (Remote Sensing Satellite 29),Yaogan 29,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0,628,629,7.14E-05,97.85,97.28,"1,040",,,11/26/15,,CAST/Changchun Light Technology Institute,China,Taiyuan Launch Center,Long March 4C
Yaogan 30 (Remote Sensing Satellite 30),Yaogan 30,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0,628,656,2.00E-03,98.07,97.57,"2,700",,,5/15/16,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D
Yaogan 30-1-1 (Remote Sensing Satellite 30-1-1),Yaogan 30-1-1,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,592,599,5.02E-04,35,96.6,,,,9/29/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-1-2 (Remote Sensing Satellite 30-1-2),Yaogan 30-1-2,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,592,599,5.02E-04,35,96.6,,,,9/29/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-1-3 (Remote Sensing Satellite 30-1-3),Yaogan 30-1-3,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,592,599,5.02E-04,35,96.6,,,,9/29/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-16 (Remote Sensing Satellite 30-16),Yaogan 30-16,NR (12/20),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,595,602,5.02E-04,35,96.66,,,,3/24/20,,Innovation Academy for Microsatellites ,China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-17 (Remote Sensing Satellite 30-17),Yaogan 30-17,NR (12/20),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,597,601,2.87E-04,35,96.67,,,,3/24/20,,Innovation Academy for Microsatellites ,China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-19 (Remote Sensing Satellite 30-19),Yaogan 30-19,NR (12/20),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,589,604,1.08E-03,35,96.6,,,,10/26/20,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-20 (Remote Sensing Satellite 30-20),Yaogan 30-20,NR (12/20),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,589,604,1.08E-03,35,96.6,,,,10/26/20,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-21 (Remote Sensing Satellite 30-21),Yaogan 30-21,NR (12/20),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,589,604,1.08E-03,35,96.6,,,,10/26/20,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-2-1 (Remote Sensing Satellite 30-2-1),Yaogan 30-2-1,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,590,603,9.33E-04,35,96.6,,,,11/26/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-2-2 (Remote Sensing Satellite 30-2-2),Yaogan 30-2-2,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,589,603,1.00E-03,35,96.6,,,,11/26/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-2-3 (Remote Sensing Satellite 30-2-3),Yaogan 30-2-3,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,589,603,1.00E-03,35,96.6,,,,11/26/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-3-1 (Remote Sensing Satellite 30-3-1),Yaogan 30-3-1,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,590,602,8.61E-04,35,96.6,,,,12/25/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-3-2 (Remote Sensing Satellite 30-3-2),Yaogan 30-3-2,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,590,602,8.61E-04,35,96.6,,,,12/25/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-3-3 (Remote Sensing Satellite 30-3-3),Yaogan 30-3-3,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,591,602,7.89E-04,35,96.6,,,,12/25/17,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-4-1 (Remote Sensing Satellite 30-4-1),Yaogan 30-4-1,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,591,601,7.18E-04,35,96.6,,,,1/25/18,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-4-2 (Remote Sensing Satellite 30-4-2),Yaogan 30-4-2,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,591,601,7.18E-04,35,96.6,,,,1/25/18,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-4-3 (Remote Sensing Satellite 30-4-3),Yaogan 30-4-3,China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,591,602,7.89E-04,35,96.6,,,,1/25/18,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-5-1 (Remote Sensnig Satellite 30-5-1),Yaogan 30-5-1 ,NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,589,604,1.08E-03,35,96.6,,,,7/26/19,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-5-2 (Remote Sensing Satellite 30-5-2),Yaogan 30-5-2 ,NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,588,605,1.22E-03,35,96.6,,,,7/26/19,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-5-3 (Remote Sensing Satellite 30-5-3),Yaogan 30-5-3 ,NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,587,603,1.15E-03,35,96.6,,,,7/26/19,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
